"","site","block","plot","plant","date","herb","rich"
"784","mogi",2,"3","1322","one",0,0
"785","mogi",2,"3","1491","two",6.25,0
"786","mogi",2,"3","1490","two",0,0
"787","mogi",2,"3","1487","two",1.33333333333333,0
"788","mogi",2,"3","1376","two",0.75,1
"789","mogi",2,"3","1373","two",0.5,1
"790","mogi",2,"3","1363","two",11.25,1
"791","mogi",2,"3","1350","two",1,1
"792","mogi",2,"3","1333","two",0.25,1
"793","mogi",2,"3","1329","two",2.8,0
"794","mogi",2,"3","1322","two",0,0
"795","mogi",2,"3","1311","two",0,0
"796","mogi",2,"3","1491","final",9.14285714285714,2
"797","mogi",2,"3","1490","final",4.94736842105263,2
"798","mogi",2,"3","1487","final",1.38461538461538,3
"799","mogi",2,"3","1376","final",8.57894736842105,4
"800","mogi",2,"3","1373","final",10.75,5
"801","mogi",2,"3","1363","final",1.46153846153846,2
"802","mogi",2,"3","1333","final",6.8,3
"803","mogi",2,"3","1329","final",3.6,2
"804","mogi",2,"3","1322","final",2.57142857142857,3
"805","mogi",2,"3","1490","four",0.25,1
"806","mogi",2,"7","1488","three",30.25,2
"807","mogi",2,"7","1377","three",9.54545454545454,1
"808","mogi",2,"7","1370","three",44.8333333333333,1
"809","mogi",2,"7","1355","three",6,2
"810","mogi",2,"7","1343","three",20,1
"811","mogi",2,"7","1337","three",14.3333333333333,1
"812","mogi",2,"7","1336","three",4,1
"813","mogi",2,"7","1488","one",34,1
"814","mogi",2,"7","1391","one",46.75,2
"815","mogi",2,"7","1377","one",5.16666666666667,2
"816","mogi",2,"7","1371","one",2,1
"817","mogi",2,"7","1370","one",57,2
"818","mogi",2,"7","1356","one",3.33333333333333,1
"819","mogi",2,"7","1355","one",2.69230769230769,2
"820","mogi",2,"7","1343","one",31.25,2
"821","mogi",2,"7","1337","one",0.75,2
"822","mogi",2,"7","1488","two",32.5,1
"823","mogi",2,"7","1391","two",0,0
"824","mogi",2,"7","1377","two",10,1
"825","mogi",2,"7","1370","two",60,1
"826","mogi",2,"7","1356","two",4,1
"827","mogi",2,"7","1355","two",3.92857142857143,2
"828","mogi",2,"7","1343","two",33.75,1
"829","mogi",2,"7","1337","two",5.75,1
"830","mogi",2,"7","1336","two",13,1
"831","mogi",2,"7","1377","final",11.9795918367347,4
"832","mogi",2,"7","1370","final",8.18181818181818,3
"833","mogi",2,"7","1356","final",11.8048780487805,3
"834","mogi",2,"7","1355","final",22.2083333333333,3
"835","mogi",2,"7","1337","final",3.33333333333333,2
"836","mogi",2,"2","1485","three",3.71428571428571,2
"837","mogi",2,"2","1387","three",2.5,2
"838","mogi",2,"2","1384","three",2,1
"839","mogi",2,"2","1383","three",1,1
"840","mogi",2,"2","1340","three",0,0
"841","mogi",2,"2","1335","three",1,1
"842","mogi",2,"2","1062","three",3.8,2
"843","mogi",2,"2","1485","final",20.5217391304348,4
"844","mogi",2,"2","1387","final",2.6,2
"845","mogi",2,"2","1383","final",3.22222222222222,2
"846","mogi",2,"2","1357","final",2.5,2
"847","mogi",2,"2","1340","final",0.555555555555556,2
"848","mogi",2,"2","1080","final",5.5,2
"849","mogi",2,"2","1075","final",1.2,2
"850","mogi",2,"2","1062","final",0,0
"851","mogi",2,"2","1387","two",2.25,1
"852","mogi",2,"2","1384","two",2,1
"853","mogi",2,"2","1357","two",0.5,1
"854","mogi",2,"2","1340","two",20.3333333333333,2
"855","mogi",2,"2","1335","two",3.5,1
"856","mogi",2,"2","1082","two",1.6,2
"857","mogi",2,"2","1080","two",0,0
"858","mogi",2,"2","1075","two",16,1
"859","mogi",2,"2","1062","two",27,2
"860","mogi",2,"2","1387","one",0,0
"861","mogi",2,"2","1384","one",6,2
"862","mogi",2,"2","1383","one",0,0
"863","mogi",2,"2","1357","one",12,2
"864","mogi",2,"2","1340","one",20,1
"865","mogi",2,"2","1335","one",13.3333333333333,1
"866","mogi",2,"2","1082","one",1,2
"867","mogi",2,"2","1080","one",3,1
"868","mogi",2,"2","1075","one",6,1
"869","mogi",2,"2","1062","one",25,2
"870","mogi",2,"2","1052","one",8,0
"871","mogi",2,"9","1396","one",0,0
"872","mogi",2,"9","1394","one",60,2
"873","mogi",2,"9","1388","one",25.375,2
"874","mogi",2,"9","1386","one",48.3333333333333,2
"875","mogi",2,"9","1093","one",12.75,2
"876","mogi",2,"9","1055","one",1.33333333333333,1
"877","mogi",2,"9","1050","one",0,0
"878","mogi",2,"9","1396","three",0,0
"879","mogi",2,"9","1388","three",0.5,1
"880","mogi",2,"9","1386","three",21.6666666666667,1
"881","mogi",2,"9","1098","three",9.28571428571429,1
"882","mogi",2,"9","1093","three",30.25,2
"883","mogi",2,"9","1055","three",6.25,1
"884","mogi",2,"9","1396","two",0,0
"885","mogi",2,"9","1394","two",70,1
"886","mogi",2,"9","1393","two",16.6666666666667,1
"887","mogi",2,"9","1388","two",0.5,1
"888","mogi",2,"9","1386","two",45,2
"889","mogi",2,"9","1098","two",22.2,2
"890","mogi",2,"9","1093","two",13,2
"891","mogi",2,"9","1055","two",10,1
"892","mogi",2,"9","1388","final",2.23076923076923,2
"893","mogi",2,"9","1386","final",3,1
"894","mogi",2,"9","1093","final",1,1
"895","mogi",2,"9","1055","final",1.66666666666667,1
"896","mogi",2,"1","1379","one",10,1
"897","mogi",2,"1","1360","one",70,1
"898","mogi",2,"1","1354","one",23,2
"899","mogi",2,"1","1347","one",20,1
"900","mogi",2,"1","1328","one",35,1
"901","mogi",2,"1","1372","three",1.5,1
"902","mogi",2,"1","1354","three",4,1
"903","mogi",2,"1","1347","three",10.6666666666667,2
"904","mogi",2,"1","1328","three",5.5,2
"905","mogi",2,"1","1372","final",29.2,2
"906","mogi",2,"1","1347","final",0,0
"907","mogi",2,"1","1354","two",52,2
"908","mogi",2,"1","1347","two",0,0
"909","mogi",2,"1","1328","two",14,1
"910","mogi",2,"11","1229","one",0,0
"911","mogi",2,"11","1223","one",7,0
"912","mogi",2,"11","1212","one",0,0
"913","mogi",2,"11","1074","one",5,0
"914","mogi",2,"11","1061","one",0,0
"915","mogi",2,"11","1043","one",0,0
"916","mogi",2,"11","1035","one",3,1
"917","mogi",2,"11","1033","one",43.3333333333333,2
"918","mogi",2,"11","1033","three",0,0
"919","mogi",2,"11","1033","two",40,1
"920","mogi",2,"12","1099","three",6.66666666666667,2
"921","mogi",2,"12","1088","three",8.66666666666667,2
"922","mogi",2,"12","1084","three",1,1
"923","mogi",2,"12","1070","three",9,2
"924","mogi",2,"12","1065","three",2,1
"925","mogi",2,"12","1054","three",0.333333333333333,1
"926","mogi",2,"12","1051","three",10.2857142857143,1
"927","mogi",2,"12","1041","three",0,0
"928","mogi",2,"12","1002","three",8.33333333333333,1
"929","mogi",2,"12","1099","two",6.33333333333333,1
"930","mogi",2,"12","1088","two",8.33333333333333,1
"931","mogi",2,"12","1084","two",0,0
"932","mogi",2,"12","1070","two",38,2
"933","mogi",2,"12","1065","two",0,0
"934","mogi",2,"12","1054","two",0,0
"935","mogi",2,"12","1051","two",12.5,1
"936","mogi",2,"12","1041","two",4.66666666666667,1
"937","mogi",2,"12","1026","two",0,0
"938","mogi",2,"12","1002","two",18.5,1
"939","mogi",2,"12","1099","one",3,1
"940","mogi",2,"12","1088","one",32.3333333333333,2
"941","mogi",2,"12","1070","one",38.3333333333333,2
"942","mogi",2,"12","1065","one",32,2
"943","mogi",2,"12","1054","one",12,2
"944","mogi",2,"12","1051","one",12.5,1
"945","mogi",2,"12","1041","one",7,2
"946","mogi",2,"12","1002","one",23.3333333333333,0
"947","mogi",2,"12","1070","final",32.3333333333333,4
"948","mogi",2,"12","1054","final",3,2
"949","mogi",2,"12","1051","final",1.83333333333333,2
"950","mogi",2,"12","1017","final",2.93333333333333,3
"951","mogi",2,"10","1078","two",8,1
"952","mogi",2,"10","1047","two",13,2
"953","mogi",2,"10","1046","two",6,1
"954","mogi",2,"10","1045","two",13.6666666666667,1
"955","mogi",2,"10","1038","two",39.75,2
"956","mogi",2,"10","1037","two",14,1
"957","mogi",2,"10","1030","two",0,0
"958","mogi",2,"10","1029","two",36.5,2
"959","mogi",2,"10","1028","two",6,1
"960","mogi",2,"10","1027","two",0,0
"961","mogi",2,"10","1078","three",2,1
"962","mogi",2,"10","1047","three",15,2
"963","mogi",2,"10","1046","three",6.6,1
"964","mogi",2,"10","1045","three",30.6,1
"965","mogi",2,"10","1038","three",25.25,1
"966","mogi",2,"10","1037","three",10.5,2
"967","mogi",2,"10","1030","three",5.33333333333333,1
"968","mogi",2,"10","1029","three",55,1
"969","mogi",2,"10","1028","three",8,1
"970","mogi",2,"10","1027","three",3,1
"971","mogi",2,"10","1078","final",14.8666666666667,4
"972","mogi",2,"10","1047","final",56.4285714285714,3
"973","mogi",2,"10","1046","final",2.75,2
"974","mogi",2,"10","1045","final",45.125,3
"975","mogi",2,"10","1038","final",4.8125,2
"976","mogi",2,"10","1037","final",24.1428571428571,3
"977","mogi",2,"10","1030","final",5.8,2
"978","mogi",2,"10","1028","final",12,3
"979","mogi",2,"10","1027","final",26.125,3
"980","mogi",2,"10","1053","one",29.5,2
"981","mogi",2,"10","1047","one",13.5,2
"982","mogi",2,"10","1046","one",8,2
"983","mogi",2,"10","1045","one",5.33333333333333,2
"984","mogi",2,"10","1038","one",37.75,2
"985","mogi",2,"10","1037","one",5,2
"986","mogi",2,"10","1030","one",0,0
"987","mogi",2,"10","1029","one",36.5,2
"988","mogi",2,"10","1028","one",7.33333333333333,2
"989","mogi",2,"10","1027","one",0,0
"990","Brazil",1,"A1","427","not final",25,3
"991","Brazil",1,"A1","428","not final",16.6666666666667,5
"992","Brazil",1,"A1","429","not final",16.3333333333333,5
"993","Brazil",1,"A1","430","not final",20.7,3
"994","Brazil",1,"A1","431","not final",11.3333333333333,2
"995","Brazil",1,"A1","432","not final",0,0
"996","Brazil",1,"A1","429","final",22.5,4
"997","Brazil",1,"A1","430","final",29,3
"998","Brazil",1,"A1","431","final",14.4,2
"999","Brazil",1,"B1","415","not final",14.3333333333333,1
"1000","Brazil",1,"B1","417","not final",24,4
"1001","Brazil",1,"B1","420","not final",27,2
"1002","Brazil",1,"B1","413","not final",2,2
"1003","Brazil",1,"B1","419","not final",58.3333333333333,3
"1004","Brazil",1,"B1","415","final",14.3333333333333,1
"1005","Brazil",1,"B1","417","final",30.8571428571429,3
"1006","Brazil",1,"B1","418","final",60,2
"1007","Brazil",1,"B1","419","final",72.5,2
"1008","Brazil",1,"B1","420","final",18.4,2
"1009","Brazil",1,"C1","439","not final",5,2
"1010","Brazil",1,"C1","440","not final",13.4,3
"1011","Brazil",1,"C1","441","not final",10.2857142857143,3
"1012","Brazil",1,"C1","442","not final",10,1
"1013","Brazil",1,"C1","441","final",18,1
"1014","Brazil",1,"D1","405","not final",18,1
"1015","Brazil",1,"D1","453","not final",14.7142857142857,3
"1016","Brazil",1,"D1","455","not final",18,2
"1017","Brazil",1,"D1","404","not final",50,1
"1018","Brazil",1,"D1","408","not final",13,2
"1019","Brazil",1,"D1","454","not final",9.75,2
"1020","Brazil",1,"D1","406","not final",13.5,2
"1021","Brazil",1,"D1","404","final",23.5,3
"1022","Brazil",1,"D1","405","final",22.6666666666667,2
"1023","Brazil",1,"D1","453","final",35,3
"1024","Brazil",1,"D1","454","final",10.75,2
"1025","Brazil",1,"E1","411","not final",3,1
"1026","Brazil",1,"E1","412","not final",29.3636363636364,4
"1027","Brazil",1,"E1","451","not final",50,1
"1028","Brazil",1,"E1","409","not final",7,1
"1029","Brazil",1,"E1","445","not final",23,2
"1030","Brazil",1,"E1","409","final",14,2
"1031","Brazil",1,"E1","411","final",10.5,3
"1032","Brazil",1,"E1","412","final",39.5,2
"1033","Brazil",1,"E1","445","final",16.6666666666667,2
"1034","Brazil",1,"G1","421","not final",8,1
"1035","Brazil",1,"G1","422","not final",14.4,3
"1036","Brazil",1,"G1","423","not final",16.25,2
"1037","Brazil",1,"G1","424","not final",8.14285714285714,3
"1038","Brazil",1,"G1","425","not final",28.6666666666667,3
"1039","Brazil",1,"G1","422","final",20,1
"1040","Brazil",1,"G1","426","final",40,1
"1041","Brazil",1,"H1","433","not final",30,3
"1042","Brazil",1,"H1","434","not final",15.2,2
"1043","Brazil",1,"H1","435","not final",6,2
"1044","Brazil",1,"H1","436","not final",3.66666666666667,1
"1045","Brazil",1,"H1","437","not final",3.4,2
"1046","Brazil",1,"H1","452","not final",20.2857142857143,2
"1047","Brazil",1,"H1","433","final",65,3
"1048","Brazil",1,"H1","434","final",3,2
"1049","Brazil",1,"H1","436","final",7.66666666666667,1
"1050","Brazil",1,"H1","437","final",12.8,2
"1051","Brazil",1,"H1","452","final",26.6,2
"1052","Brazil",1,"F1","397","not final",42.5,1
"1053","Brazil",1,"F1","398","not final",9,1
"1054","Brazil",1,"F1","401","not final",25,1
"1055","Brazil",1,"F1","402","not final",45.8333333333333,3
"1056","Brazil",1,"F1","397","final",42.5,1
"1057","Brazil",1,"F1","398","final",40,1
"1058","Brazil",1,"F1","402","final",47.25,3
"1059","Brazil",2,"A2","382","not final",17.9,2
"1060","Brazil",2,"A2","384","not final",42.5,2
"1061","Brazil",2,"A2","449","not final",27.6923076923077,4
"1062","Brazil",2,"A2","495","not final",3,1
"1063","Brazil",2,"A2","494","not final",2,2
"1064","Brazil",2,"A2","382","final",8.5,2
"1065","Brazil",2,"A2","384","final",42.5,2
"1066","Brazil",2,"A2","449","final",14.3333333333333,3
"1067","Brazil",2,"B2","355","not final",50,1
"1068","Brazil",2,"B2","357","not final",29,2
"1069","Brazil",2,"B2","357","final",29,2
"1070","Brazil",2,"C2","370","not final",12,2
"1071","Brazil",2,"C2","372","not final",5,3
"1072","Brazil",2,"C2","446","not final",8,3
"1073","Brazil",2,"C2","369","not final",2,1
"1074","Brazil",2,"C2","367","final",5,1
"1075","Brazil",2,"C2","372","final",23.75,3
"1076","Brazil",2,"C2","446","final",20.8571428571429,4
"1077","Brazil",2,"F2","363","not final",14.5,3
"1078","Brazil",2,"F2","365","not final",50,2
"1079","Brazil",2,"F2","498","not final",60,2
"1080","Brazil",2,"F2","362","final",60,1
"1081","Brazil",2,"F2","365","final",18,1
"1082","Brazil",2,"G2","373","not final",10.2,2
"1083","Brazil",2,"G2","376","not final",11.0555555555556,4
"1084","Brazil",2,"G2","378","not final",3.33333333333333,2
"1085","Brazil",2,"G2","447","not final",18,5
"1086","Brazil",2,"G2","448","not final",55,4
"1087","Brazil",2,"G2","373","final",30,2
"1088","Brazil",2,"G2","376","final",28,1
"1089","Brazil",2,"H2","349","not final",13.25,2
"1090","Brazil",2,"H2","350","not final",24.8,5
"1091","Brazil",2,"H2","351","not final",2,1
"1092","Brazil",2,"H2","352","not final",27.7647058823529,4
"1093","Brazil",2,"H2","353","not final",50,2
"1094","Brazil",2,"H2","354","not final",4,1
"1095","Brazil",2,"H2","352","final",12,2
"1096","Brazil",2,"D2","385","not final",15.25,3
"1097","Brazil",2,"D2","386","not final",4.5,2
"1098","Brazil",2,"D2","387","not final",13.7142857142857,3
"1099","Brazil",2,"D2","388","not final",25.3333333333333,2
"1100","Brazil",2,"D2","389","not final",12,2
"1101","Brazil",2,"D2","450","not final",15.6666666666667,3
"1102","Brazil",2,"D2","385","final",12,3
"1103","Brazil",2,"D2","386","final",8.66666666666667,2
"1104","Brazil",2,"D2","387","final",8.4,3
"1105","Brazil",2,"D2","388","final",23.25,3
"1106","Brazil",2,"D2","389","final",8.75,2
"1107","Brazil",2,"D2","450","final",16.5,2
"1108","Brazil",2,"E2","393","not final",14,1
"1109","Brazil",2,"E2","394","not final",26,2
"1110","Brazil",2,"E2","396","not final",16.6666666666667,2
"1111","Brazil",2,"E2","393","final",8,1
"1112","Brazil",2,"E2","396","final",24,2
"1113","Brazil",3,"C3","338","not final",17,4
"1114","Brazil",3,"C3","342","not final",7.5,2
"1115","Brazil",3,"C3","496","not final",3,1
"1116","Brazil",3,"C3","497","not final",6,2
"1117","Brazil",3,"C3","337","not final",9,1
"1118","Brazil",3,"C3","341","not final",50,2
"1119","Brazil",3,"E3","346","not final",34,2
"1120","Brazil",3,"E3","348","not final",15.8666666666667,3
"1121","Brazil",3,"E3","345","not final",5,1
"1122","Brazil",3,"E3","347","not final",11,1
"1123","Brazil",3,"F3","304","not final",4.5,2
"1124","Brazil",3,"F3","301","not final",3.33333333333333,3
"1125","Brazil",3,"F3","302","not final",8,1
"1126","Brazil",3,"F3","305","not final",36,2
"1127","Brazil",3,"F3","308","not final",21,3
"1128","Brazil",3,"F3","301","final",9.5,2
"1129","Brazil",3,"F3","302","final",12,2
"1130","Brazil",3,"F3","303","final",22,2
"1131","Brazil",3,"F3","304","final",12.6666666666667,3
"1132","Brazil",3,"F3","305","final",24.5,2
"1133","Brazil",3,"F3","308","final",21,2
"1134","Brazil",3,"G3","331","not final",1,1
"1135","Brazil",3,"G3","336","not final",4.8,4
"1136","Brazil",3,"G3","332","not final",3,1
"1137","Brazil",3,"G3","335","not final",7.5,2
"1138","Brazil",3,"A3","309","not final",22.6,3
"1139","Brazil",3,"A3","310","not final",1,1
"1140","Brazil",3,"A3","312","not final",21,2
"1141","Brazil",3,"A3","500","not final",12,2
"1142","Brazil",3,"A3","309","final",34.1666666666667,5
"1143","Brazil",3,"A3","500","final",26.3333333333333,3
"1144","Brazil",3,"B3","320","not final",2,1
"1145","Brazil",3,"D3","313","not final",9.5,3
"1146","Brazil",3,"D3","314","not final",36.3333333333333,3
"1147","Brazil",3,"D3","315","not final",7.4,3
"1148","Brazil",3,"D3","316","not final",21.25,2
"1149","Brazil",3,"D3","317","not final",55,1
"1150","Brazil",3,"D3","318","not final",9,1
"1151","Brazil",3,"H3","325","not final",12,2
"1152","Brazil",3,"H3","326","not final",19.75,2
"1153","Brazil",3,"H3","327","not final",8.66666666666667,3
"1154","Brazil",3,"H3","329","not final",9.5,3
"1155","Brazil",3,"H3","325","final",13.6666666666667,3
