site,block,plot,plant_code,date,species,herb,surv_next,div,clone,flood,rich
mogi,1,4,1420,four,crassinervium,1.33333333333333,1,2,1,0,1
mogi,1,4,1420,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1420,three,crassinervium,2,1,2,1,0,1
mogi,1,4,1420,two,crassinervium,1.66666666666667,1,2,1,0,1
mogi,1,4,1421,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1421,two,crassinervium,2,0,2,1,0,1
mogi,1,4,1422,four,miquelianum,6.25,1,2,1,0,1
mogi,1,4,1422,one,miquelianum,0,1,2,1,0,0
mogi,1,4,1422,three,miquelianum,21.25,1,2,1,0,2
mogi,1,4,1422,two,miquelianum,37.25,1,2,1,0,2
mogi,1,4,1423,four,crassinervium,3.5,1,2,1,0,2
mogi,1,4,1423,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1423,three,crassinervium,2,1,2,1,0,1
mogi,1,4,1423,two,crassinervium,0,1,2,1,0,0
mogi,1,4,1435,four,crassinervium,0.5,0,2,1,0,1
mogi,1,4,1435,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1435,three,crassinervium,13.5,1,2,1,0,2
mogi,1,4,1435,two,crassinervium,15,1,2,1,0,2
mogi,1,4,1437,four,miquelianum,1.25,1,2,1,0,1
mogi,1,4,1437,one,miquelianum,28,1,2,1,0,2
mogi,1,4,1437,three,miquelianum,1,1,2,1,0,1
mogi,1,4,1437,two,miquelianum,0,1,2,1,0,0
mogi,1,4,1438,four,miquelianum,10.5,1,2,1,0,2
mogi,1,4,1438,one,miquelianum,0,1,2,1,0,0
mogi,1,4,1438,three,miquelianum,14,1,2,1,0,1
mogi,1,4,1438,two,miquelianum,26,1,2,1,0,2
mogi,1,4,1441,four,miquelianum,23.75,1,2,1,0,1
mogi,1,4,1441,one,miquelianum,0,1,2,1,0,0
mogi,1,4,1441,three,miquelianum,19.6,1,2,1,0,1
mogi,1,4,1441,two,miquelianum,74,1,2,1,0,1
mogi,1,4,1447,four,crassinervium,25.25,0,2,1,0,1
mogi,1,4,1447,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1447,three,crassinervium,33.9090909090909,1,2,1,0,3
mogi,1,4,1447,two,crassinervium,81,1,2,1,0,1
mogi,1,4,1468,four,crassinervium,6.66666666666667,1,2,1,0,2
mogi,1,4,1468,one,crassinervium,0,1,2,1,0,0
mogi,1,4,1468,three,crassinervium,0,1,2,1,0,0
mogi,1,4,1468,two,crassinervium,0,1,2,1,0,0
mogi,1,4,1471,four,miquelianum,0.75,1,2,1,0,2
mogi,1,4,1471,one,miquelianum,0,1,2,1,0,0
mogi,1,4,1471,three,miquelianum,0.333333333333333,1,2,1,0,1
mogi,1,4,1471,two,miquelianum,0,1,2,1,0,0
mogi,1,5,1007,four,arboreum,8.2,1,4,1,0,2
mogi,1,5,1007,one,arboreum,0,1,4,1,0,0
mogi,1,5,1007,three,arboreum,5.85714285714286,1,4,1,0,2
mogi,1,5,1007,two,arboreum,1.33333333333333,1,4,1,0,1
mogi,1,5,1021,four,crassinervium,10.4,1,4,1,0,2
mogi,1,5,1021,one,crassinervium,0,1,4,1,0,0
mogi,1,5,1021,three,crassinervium,0,1,4,1,0,0
mogi,1,5,1021,two,crassinervium,6,1,4,1,0,1
mogi,1,5,1057,four,arboreum,2.83333333333333,1,4,1,0,2
mogi,1,5,1057,one,arboreum,0,1,4,1,0,0
mogi,1,5,1057,three,arboreum,1.25,1,4,1,0,2
mogi,1,5,1057,two,arboreum,1.75,1,4,1,0,1
mogi,1,5,1073,four,arboreum,3.66666666666667,1,4,1,0,2
mogi,1,5,1073,one,arboreum,0,1,4,1,0,0
mogi,1,5,1073,three,arboreum,7.66666666666667,1,4,1,0,2
mogi,1,5,1073,two,arboreum,4,1,4,1,0,1
mogi,1,5,1083,four,richardifolium,23.2,0,4,1,0,2
mogi,1,5,1083,one,richardifolium,0,1,4,1,0,0
mogi,1,5,1083,three,richardifolium,26.6666666666667,1,4,1,0,1
mogi,1,5,1083,two,richardifolium,42.5,1,4,1,0,1
mogi,1,5,1429,four,crassinervium,0.333333333333333,1,4,1,0,1
mogi,1,5,1429,one,crassinervium,0,1,4,1,0,0
mogi,1,5,1429,three,crassinervium,0.5,1,4,1,0,1
mogi,1,5,1429,two,crassinervium,1,1,4,1,0,1
mogi,1,5,1440,four,miquelianum,11.4,1,4,1,0,1
mogi,1,5,1440,one,miquelianum,0,1,4,1,0,0
mogi,1,5,1440,three,miquelianum,15.7142857142857,1,4,1,0,1
mogi,1,5,1440,two,miquelianum,9,1,4,1,0,1
mogi,1,5,2207,four,miquelianum,15.1666666666667,1,4,1,0,2
mogi,1,5,2207,one,miquelianum,0,1,4,1,0,0
mogi,1,5,2207,three,miquelianum,47.5,1,4,1,0,1
mogi,1,5,2207,two,miquelianum,30.6666666666667,1,4,1,0,1
mogi,1,5,2282,four,miquelianum,15.8333333333333,1,4,1,0,2
mogi,1,5,2282,one,miquelianum,0,1,4,1,0,0
mogi,1,5,2282,three,miquelianum,16.6666666666667,1,4,1,0,1
mogi,1,5,2282,two,miquelianum,40,1,4,1,0,1
mogi,1,6,1008,four,miquelianum,8.81818181818182,0,1,1,0,1
mogi,1,6,1008,one,miquelianum,20,1,1,1,0,2
mogi,1,6,1008,three,miquelianum,9.42857142857143,1,1,1,0,2
mogi,1,6,1008,two,miquelianum,19.5,1,1,1,0,2
mogi,1,6,1036,one,miquelianum,0,1,1,1,0,0
mogi,1,6,1036,two,miquelianum,0,0,1,1,0,0
mogi,1,6,1048,four,miquelianum,10.3333333333333,1,1,1,0,2
mogi,1,6,1048,one,miquelianum,40.5,1,1,1,0,1
mogi,1,6,1048,three,miquelianum,23.6,1,1,1,0,1
mogi,1,6,1048,two,miquelianum,42,1,1,1,0,1
mogi,1,6,1385,four,miquelianum,16.6666666666667,1,1,1,0,1
mogi,1,6,1385,one,miquelianum,9.625,1,1,1,0,2
mogi,1,6,1385,three,miquelianum,28.5,1,1,1,0,1
mogi,1,6,1385,two,miquelianum,14,1,1,1,0,1
mogi,1,6,1424,four,miquelianum,0,1,1,1,0,0
mogi,1,6,1424,one,miquelianum,25.5,1,1,1,0,3
mogi,1,6,1424,three,miquelianum,14.6666666666667,1,1,1,0,2
mogi,1,6,1424,two,miquelianum,15.5,1,1,1,0,2
mogi,1,6,1444,four,miquelianum,0,1,1,1,0,0
mogi,1,6,1444,one,miquelianum,33.3333333333333,1,1,1,0,2
mogi,1,6,1444,three,miquelianum,0,1,1,1,0,0
mogi,1,6,1444,two,miquelianum,25,1,1,1,0,2
mogi,1,6,1457,four,miquelianum,6.5,0,1,1,0,2
mogi,1,6,1457,one,miquelianum,4,1,1,1,0,2
mogi,1,6,1457,three,miquelianum,11,1,1,1,0,2
mogi,1,6,1457,two,miquelianum,12,1,1,1,0,1
mogi,1,6,1477,four,miquelianum,10.5,1,1,1,0,2
mogi,1,6,1477,one,miquelianum,0,1,1,1,0,0
mogi,1,6,1477,three,miquelianum,0,1,1,1,0,0
mogi,1,6,1477,two,miquelianum,19.5,1,1,1,0,1
mogi,1,6,1478,four,miquelianum,0,1,1,1,0,0
mogi,1,6,1478,one,miquelianum,0,1,1,1,0,0
mogi,1,6,1478,three,miquelianum,0.4,1,1,1,0,1
mogi,1,6,1478,two,miquelianum,0,1,1,1,0,0
mogi,1,6,2201,one,miquelianum,41.3333333333333,1,1,1,0,2
mogi,1,6,2201,three,miquelianum,22.6,0,1,1,0,1
mogi,1,6,2201,two,miquelianum,37.6666666666667,1,1,1,0,2
mogi,1,7,1011,one,crassinervium,16.25,1,1,1,0,2
mogi,1,7,1011,three,crassinervium,1.5,0,1,1,0,1
mogi,1,7,1011,two,crassinervium,21.75,1,1,1,0,2
mogi,1,7,1058,one,crassinervium,4,1,1,1,0,3
mogi,1,7,1058,three,crassinervium,60,0,1,1,0,0
mogi,1,7,1058,two,crassinervium,0,1,1,1,0,0
mogi,1,7,1085,four,crassinervium,0,1,1,1,0,0
mogi,1,7,1085,one,crassinervium,26,1,1,1,0,2
mogi,1,7,1085,three,crassinervium,0.5,1,1,1,0,1
mogi,1,7,1085,two,crassinervium,0,1,1,1,0,0
mogi,1,7,1087,one,crassinervium,1.25,1,1,1,0,1
mogi,1,7,1087,three,crassinervium,43,0,1,1,0,1
mogi,1,7,1087,two,crassinervium,33.3333333333333,1,1,1,0,1
mogi,1,7,1249,four,crassinervium,0,1,1,1,0,0
mogi,1,7,1249,one,crassinervium,5.25,1,1,1,0,1
mogi,1,7,1249,three,crassinervium,8.5,1,1,1,0,2
mogi,1,7,1249,two,crassinervium,7.66666666666667,1,1,1,0,2
mogi,1,7,1259,one,crassinervium,40,1,1,1,0,1
mogi,1,7,1259,three,crassinervium,0,0,1,1,0,0
mogi,1,7,1259,two,crassinervium,40.5,1,1,1,0,2
mogi,1,7,1268,one,crassinervium,18.6666666666667,1,1,1,0,3
mogi,1,7,1268,two,crassinervium,29,0,1,1,0,2
mogi,1,7,1439,one,crassinervium,0.6,1,1,1,0,1
mogi,1,7,1439,three,crassinervium,2,0,1,1,0,1
mogi,1,7,1439,two,crassinervium,0,1,1,1,0,0
mogi,1,7,1448,four,crassinervium,0,1,1,1,0,0
mogi,1,7,1448,one,crassinervium,40,1,1,1,0,2
mogi,1,7,1448,three,crassinervium,16.6666666666667,1,1,1,0,1
mogi,1,7,1448,two,crassinervium,21.3333333333333,1,1,1,0,2
mogi,1,7,1461,one,crassinervium,20,0,1,1,0,3
mogi,1,7,1476,one,crassinervium,4,0,1,1,0,2
mogi,1,7,1500,one,crassinervium,0,1,1,1,0,0
mogi,1,7,1500,three,crassinervium,4,0,1,1,0,2
mogi,1,7,1500,two,crassinervium,0,1,1,1,0,0
mogi,1,8,1419,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1419,one,miquelianum,50,1,1,0,0,2
mogi,1,8,1419,three,miquelianum,0,1,1,0,0,0
mogi,1,8,1419,two,miquelianum,55,1,1,0,0,2
mogi,1,8,1425,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1425,one,miquelianum,26.5,1,1,0,0,2
mogi,1,8,1425,three,miquelianum,16.6666666666667,1,1,0,0,1
mogi,1,8,1425,two,miquelianum,24,1,1,0,0,1
mogi,1,8,1436,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1436,one,miquelianum,0,1,1,0,0,0
mogi,1,8,1436,three,miquelianum,0,1,1,0,0,0
mogi,1,8,1436,two,miquelianum,0,1,1,0,0,0
mogi,1,8,1446,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1446,one,miquelianum,22.4,1,1,0,0,2
mogi,1,8,1446,three,miquelianum,40,1,1,0,0,1
mogi,1,8,1446,two,miquelianum,21.6,1,1,0,0,2
mogi,1,8,1451,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1451,one,miquelianum,34,1,1,0,0,2
mogi,1,8,1451,three,miquelianum,23.75,1,1,0,0,1
mogi,1,8,1451,two,miquelianum,33.6,1,1,0,0,1
mogi,1,8,1453,one,miquelianum,6.375,1,1,0,0,2
mogi,1,8,1453,three,miquelianum,0.25,0,1,0,0,1
mogi,1,8,1453,two,miquelianum,0.25,1,1,0,0,1
mogi,1,8,1460,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1460,one,miquelianum,36.6666666666667,1,1,0,0,1
mogi,1,8,1460,three,miquelianum,26.6666666666667,1,1,0,0,1
mogi,1,8,1460,two,miquelianum,0,1,1,0,0,0
mogi,1,8,1469,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1469,one,miquelianum,46.375,1,1,0,0,1
mogi,1,8,1469,three,miquelianum,38,1,1,0,0,1
mogi,1,8,1469,two,miquelianum,44.1666666666667,1,1,0,0,1
mogi,1,8,1470,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1470,one,miquelianum,34.7142857142857,1,1,0,0,2
mogi,1,8,1470,three,miquelianum,0.5,1,1,0,0,1
mogi,1,8,1470,two,miquelianum,0,1,1,0,0,0
mogi,1,8,1473,four,miquelianum,0,1,1,0,0,0
mogi,1,8,1473,one,miquelianum,50,1,1,0,0,2
mogi,1,8,1473,three,miquelianum,16.6666666666667,1,1,0,0,1
mogi,1,8,1473,two,miquelianum,54,1,1,0,0,1
mogi,1,8,2300,four,miquelianum,0,1,1,0,0,0
mogi,1,8,2300,one,miquelianum,30.5,1,1,0,0,2
mogi,1,8,2300,three,miquelianum,20.6666666666667,1,1,0,0,2
mogi,1,8,2300,two,miquelianum,40.5,1,1,0,0,2
mogi,1,9,1312,one,arboreum,0,0,1,1,0,0
mogi,1,9,1409,four,arboreum,0,1,1,1,0,0
mogi,1,9,1409,one,arboreum,0,1,1,1,0,0
mogi,1,9,1409,three,arboreum,1,1,1,1,0,0
mogi,1,9,1409,two,arboreum,1,1,1,1,0,1
mogi,1,9,1452,four,arboreum,0,1,1,1,0,0
mogi,1,9,1452,one,arboreum,4.66666666666667,1,1,1,0,0
mogi,1,9,1452,three,arboreum,3,1,1,1,0,2
mogi,1,9,1452,two,arboreum,2,1,1,1,0,1
mogi,1,9,1456,four,arboreum,0,1,1,1,0,0
mogi,1,9,1456,one,arboreum,1.66666666666667,1,1,1,0,1
mogi,1,9,1456,three,arboreum,0.75,1,1,1,0,0
mogi,1,9,1456,two,arboreum,3.5,1,1,1,0,2
mogi,1,9,1479,four,arboreum,0,1,1,1,0,0
mogi,1,9,1479,one,arboreum,3.5,1,1,1,0,1
mogi,1,9,1479,three,arboreum,1.16666666666667,1,1,1,0,1
mogi,1,9,1479,two,arboreum,18.4,1,1,1,0,1
mogi,1,9,1480,one,arboreum,6,1,1,1,0,0
mogi,1,9,1480,two,arboreum,0,0,1,1,0,0
mogi,1,9,1482,four,arboreum,0,1,1,1,0,0
mogi,1,9,1482,one,arboreum,3.5,1,1,1,0,2
mogi,1,9,1482,three,arboreum,3.25,1,1,1,0,1
mogi,1,9,1482,two,arboreum,19.5,1,1,1,0,2
mogi,1,9,1484,one,arboreum,0,1,1,1,0,0
mogi,1,9,1484,three,arboreum,0,0,1,1,0,0
mogi,1,9,1484,two,arboreum,3.71428571428571,1,1,1,0,2
mogi,1,9,1496,one,arboreum,3.5,0,1,1,0,2
mogi,1,9,1499,four,arboreum,0,1,1,1,0,0
mogi,1,9,1499,one,arboreum,0,1,1,1,0,0
mogi,1,9,1499,three,arboreum,0.333333333333333,1,1,1,0,1
mogi,1,9,1499,two,arboreum,2,1,1,1,0,1
mogi,1,9,2213,one,arboreum,2,0,1,1,0,1
mogi,2,1,1328,one,crassinervium,35,1,1,1,0,1
mogi,2,1,1328,three,crassinervium,5.5,0,1,1,0,2
mogi,2,1,1328,two,crassinervium,14,1,1,1,0,1
mogi,2,1,1347,four,crassinervium,0,1,1,1,0,0
mogi,2,1,1347,one,crassinervium,20,1,1,1,0,1
mogi,2,1,1347,three,crassinervium,10.6666666666667,1,1,1,0,2
mogi,2,1,1347,two,crassinervium,0,1,1,1,0,0
mogi,2,1,1354,one,crassinervium,23,1,1,1,0,2
mogi,2,1,1354,three,crassinervium,4,0,1,1,0,1
mogi,2,1,1354,two,crassinervium,52,1,1,1,0,2
mogi,2,1,1360,one,crassinervium,70,0,1,1,0,1
mogi,2,1,1372,four,crassinervium,0,1,1,1,0,0
mogi,2,1,1372,one,crassinervium,0,1,1,1,0,0
mogi,2,1,1372,three,crassinervium,1.5,1,1,1,0,1
mogi,2,1,1372,two,crassinervium,0,1,1,1,0,0
mogi,2,1,1379,one,crassinervium,10,0,1,1,0,1
mogi,2,10,1027,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1027,one,richardifolium,0,1,1,0,0,0
mogi,2,10,1027,three,richardifolium,3,1,1,0,0,1
mogi,2,10,1027,two,richardifolium,0,1,1,0,0,0
mogi,2,10,1028,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1028,one,richardifolium,7.33333333333333,1,1,0,0,2
mogi,2,10,1028,three,richardifolium,8,1,1,0,0,1
mogi,2,10,1028,two,richardifolium,6,1,1,0,0,1
mogi,2,10,1029,one,richardifolium,36.5,1,1,0,0,2
mogi,2,10,1029,three,richardifolium,55,0,1,0,0,1
mogi,2,10,1029,two,richardifolium,36.5,1,1,0,0,2
mogi,2,10,1030,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1030,one,richardifolium,0,1,1,0,0,0
mogi,2,10,1030,three,richardifolium,5.33333333333333,1,1,0,0,1
mogi,2,10,1030,two,richardifolium,0,1,1,0,0,0
mogi,2,10,1037,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1037,one,richardifolium,5,1,1,0,0,2
mogi,2,10,1037,three,richardifolium,10.5,1,1,0,0,2
mogi,2,10,1037,two,richardifolium,14,1,1,0,0,1
mogi,2,10,1038,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1038,one,richardifolium,37.75,1,1,0,0,2
mogi,2,10,1038,three,richardifolium,25.25,1,1,0,0,1
mogi,2,10,1038,two,richardifolium,39.75,1,1,0,0,2
mogi,2,10,1045,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1045,one,richardifolium,5.33333333333333,1,1,0,0,2
mogi,2,10,1045,three,richardifolium,30.6,1,1,0,0,1
mogi,2,10,1045,two,richardifolium,13.6666666666667,1,1,0,0,1
mogi,2,10,1046,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1046,one,richardifolium,8,1,1,0,0,2
mogi,2,10,1046,three,richardifolium,6.6,1,1,0,0,1
mogi,2,10,1046,two,richardifolium,6,1,1,0,0,1
mogi,2,10,1047,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1047,one,richardifolium,13.5,1,1,0,0,2
mogi,2,10,1047,three,richardifolium,15,1,1,0,0,2
mogi,2,10,1047,two,richardifolium,13,1,1,0,0,2
mogi,2,10,1053,one,richardifolium,29.5,0,1,0,0,2
mogi,2,10,1078,four,richardifolium,0,1,1,0,0,0
mogi,2,10,1078,one,richardifolium,0,1,1,0,0,0
mogi,2,10,1078,three,richardifolium,2,1,1,0,0,1
mogi,2,10,1078,two,richardifolium,8,1,1,0,0,1
mogi,2,11,1033,one,richardifolium,43.3333333333333,1,1,1,0,2
mogi,2,11,1033,three,richardifolium,0,0,1,1,0,0
mogi,2,11,1033,two,richardifolium,40,1,1,1,0,1
mogi,2,11,1035,one,richardifolium,3,0,1,1,0,1
mogi,2,11,1043,one,richardifolium,0,0,1,1,0,0
mogi,2,11,1061,one,richardifolium,0,0,1,1,0,0
mogi,2,11,1074,one,richardifolium,5,0,1,1,0,0
mogi,2,11,1212,one,richardifolium,0,0,1,1,0,0
mogi,2,11,1223,one,richardifolium,7,0,1,1,0,0
mogi,2,11,1229,one,richardifolium,0,0,1,1,0,0
mogi,2,12,1002,one,richardifolium,23.3333333333333,1,2,1,0,0
mogi,2,12,1002,three,richardifolium,8.33333333333333,0,2,1,0,1
mogi,2,12,1002,two,richardifolium,18.5,1,2,1,0,1
mogi,2,12,1017,four,richardifolium,0,1,2,1,0,0
mogi,2,12,1017,one,richardifolium,0,1,2,1,0,0
mogi,2,12,1017,three,richardifolium,0,1,2,1,0,0
mogi,2,12,1017,two,richardifolium,0,1,2,1,0,0
mogi,2,12,1026,one,miquelianum,0,1,2,1,0,0
mogi,2,12,1026,two,miquelianum,0,0,2,1,0,0
mogi,2,12,1041,one,miquelianum,7,1,2,1,0,2
mogi,2,12,1041,three,miquelianum,0,0,2,1,0,0
mogi,2,12,1041,two,miquelianum,4.66666666666667,1,2,1,0,1
mogi,2,12,1051,four,richardifolium,0,1,2,1,0,0
mogi,2,12,1051,one,richardifolium,12.5,1,2,1,0,1
mogi,2,12,1051,three,richardifolium,10.2857142857143,1,2,1,0,1
mogi,2,12,1051,two,richardifolium,12.5,1,2,1,0,1
mogi,2,12,1054,four,richardifolium,0,1,2,1,0,0
mogi,2,12,1054,one,richardifolium,12,1,2,1,0,2
mogi,2,12,1054,three,richardifolium,0.333333333333333,1,2,1,0,1
mogi,2,12,1054,two,richardifolium,0,1,2,1,0,0
mogi,2,12,1065,one,richardifolium,32,1,2,1,0,2
mogi,2,12,1065,three,richardifolium,2,0,2,1,0,1
mogi,2,12,1065,two,richardifolium,0,1,2,1,0,0
mogi,2,12,1070,four,richardifolium,0,1,2,1,0,0
mogi,2,12,1070,one,richardifolium,38.3333333333333,1,2,1,0,2
mogi,2,12,1070,three,richardifolium,9,1,2,1,0,2
mogi,2,12,1070,two,richardifolium,38,1,2,1,0,2
mogi,2,12,1084,one,miquelianum,0,1,2,1,0,0
mogi,2,12,1084,three,miquelianum,1,0,2,1,0,1
mogi,2,12,1084,two,miquelianum,0,1,2,1,0,0
mogi,2,12,1088,one,richardifolium,32.3333333333333,1,2,1,0,2
mogi,2,12,1088,three,richardifolium,8.66666666666667,0,2,1,0,2
mogi,2,12,1088,two,richardifolium,8.33333333333333,1,2,1,0,1
mogi,2,12,1099,one,richardifolium,3,1,2,1,0,1
mogi,2,12,1099,three,richardifolium,6.66666666666667,0,2,1,0,2
mogi,2,12,1099,two,richardifolium,6.33333333333333,1,2,1,0,1
mogi,2,2,1052,one,richardifolium,8,0,4,1,0,0
mogi,2,2,1062,four,miquelianum,0,1,4,1,0,0
mogi,2,2,1062,one,miquelianum,25,1,4,1,0,2
mogi,2,2,1062,three,miquelianum,3.8,1,4,1,0,2
mogi,2,2,1062,two,miquelianum,27,1,4,1,0,2
mogi,2,2,1075,four,miquelianum,0,1,4,1,0,0
mogi,2,2,1075,one,miquelianum,6,1,4,1,0,1
mogi,2,2,1075,three,miquelianum,0,1,4,1,0,0
mogi,2,2,1075,two,miquelianum,16,1,4,1,0,1
mogi,2,2,1080,four,crassinervium,0,1,4,1,0,0
mogi,2,2,1080,one,crassinervium,3,1,4,1,0,1
mogi,2,2,1080,three,crassinervium,0,1,4,1,0,0
mogi,2,2,1080,two,crassinervium,0,1,4,1,0,0
mogi,2,2,1082,one,richardifolium,1,1,4,1,0,2
mogi,2,2,1082,two,richardifolium,1.6,0,4,1,0,2
mogi,2,2,1335,one,arboreum,13.3333333333333,1,4,1,0,1
mogi,2,2,1335,three,arboreum,1,0,4,1,0,1
mogi,2,2,1335,two,arboreum,3.5,1,4,1,0,1
mogi,2,2,1340,four,miquelianum,0,1,4,1,0,0
mogi,2,2,1340,one,miquelianum,20,1,4,1,0,1
mogi,2,2,1340,three,miquelianum,0,1,4,1,0,0
mogi,2,2,1340,two,miquelianum,20.3333333333333,1,4,1,0,2
mogi,2,2,1357,four,richardifolium,0,1,4,1,0,0
mogi,2,2,1357,one,richardifolium,12,1,4,1,0,2
mogi,2,2,1357,three,richardifolium,0,1,4,1,0,0
mogi,2,2,1357,two,richardifolium,0.5,1,4,1,0,1
mogi,2,2,1383,four,arboreum,0,1,4,1,0,0
mogi,2,2,1383,one,arboreum,0,1,4,1,0,0
mogi,2,2,1383,three,arboreum,1,1,4,1,0,1
mogi,2,2,1383,two,arboreum,0,1,4,1,0,0
mogi,2,2,1384,one,crassinervium,6,1,4,1,0,2
mogi,2,2,1384,three,crassinervium,2,0,4,1,0,1
mogi,2,2,1384,two,crassinervium,2,1,4,1,0,1
mogi,2,2,1387,four,crassinervium,0,1,4,1,0,0
mogi,2,2,1387,one,crassinervium,0,1,4,1,0,0
mogi,2,2,1387,three,crassinervium,2.5,1,4,1,0,2
mogi,2,2,1387,two,crassinervium,2.25,1,4,1,0,1
mogi,2,2,1485,four,arboreum,0,1,4,1,0,0
mogi,2,2,1485,one,arboreum,0,1,4,1,0,0
mogi,2,2,1485,three,arboreum,3.71428571428571,1,4,1,0,2
mogi,2,2,1485,two,arboreum,0,1,4,1,0,0
mogi,2,3,1311,one,arboreum,0,1,1,1,0,0
mogi,2,3,1311,two,arboreum,0,0,1,1,0,0
mogi,2,3,1322,four,arboreum,0,1,1,1,0,0
mogi,2,3,1322,one,arboreum,0,1,1,1,0,0
mogi,2,3,1322,three,arboreum,1.2,1,1,1,0,1
mogi,2,3,1322,two,arboreum,0,1,1,1,0,0
mogi,2,3,1329,four,arboreum,0,1,1,1,0,0
mogi,2,3,1329,one,arboreum,4,1,1,1,0,0
mogi,2,3,1329,three,arboreum,1.66666666666667,1,1,1,0,2
mogi,2,3,1329,two,arboreum,2.8,1,1,1,0,0
mogi,2,3,1333,four,arboreum,0,1,1,1,0,0
mogi,2,3,1333,one,arboreum,0.833333333333333,1,1,1,0,1
mogi,2,3,1333,three,arboreum,0.75,1,1,1,0,1
mogi,2,3,1333,two,arboreum,0.25,1,1,1,0,1
mogi,2,3,1350,one,arboreum,0,1,1,1,0,0
mogi,2,3,1350,three,arboreum,2,0,1,1,0,1
mogi,2,3,1350,two,arboreum,1,1,1,1,0,1
mogi,2,3,1353,one,arboreum,0,0,1,1,0,0
mogi,2,3,1363,four,arboreum,0,1,1,1,0,0
mogi,2,3,1363,one,arboreum,9.5,1,1,1,0,2
mogi,2,3,1363,three,arboreum,2,1,1,1,0,1
mogi,2,3,1363,two,arboreum,11.25,1,1,1,0,1
mogi,2,3,1373,four,arboreum,0,1,1,1,0,0
mogi,2,3,1373,one,arboreum,9,1,1,1,0,2
mogi,2,3,1373,three,arboreum,14.5,1,1,1,0,1
mogi,2,3,1373,two,arboreum,0.5,1,1,1,0,1
mogi,2,3,1376,four,arboreum,0,1,1,1,0,0
mogi,2,3,1376,one,arboreum,0,1,1,1,0,0
mogi,2,3,1376,three,arboreum,2.125,1,1,1,0,2
mogi,2,3,1376,two,arboreum,0.75,1,1,1,0,1
mogi,2,3,1487,four,arboreum,0,1,1,1,0,0
mogi,2,3,1487,one,arboreum,0,1,1,1,0,0
mogi,2,3,1487,three,arboreum,0.5,1,1,1,0,1
mogi,2,3,1487,two,arboreum,1.33333333333333,1,1,1,0,0
mogi,2,3,1490,four,arboreum,0.25,1,1,1,0,1
mogi,2,3,1490,one,arboreum,0,1,1,1,0,0
mogi,2,3,1490,three,arboreum,1.16666666666667,1,1,1,0,2
mogi,2,3,1490,two,arboreum,0,1,1,1,0,0
mogi,2,3,1491,four,arboreum,0,1,1,1,0,0
mogi,2,3,1491,one,arboreum,1.66666666666667,1,1,1,0,1
mogi,2,3,1491,three,arboreum,0,1,1,1,0,0
mogi,2,3,1491,two,arboreum,6.25,1,1,1,0,0
mogi,2,4,1342,one,crassinervium,8,1,1,0,0,1
mogi,2,4,1342,three,crassinervium,6,0,1,0,0,1
mogi,2,4,1342,two,crassinervium,15,1,1,0,0,1
mogi,2,4,1348,one,crassinervium,6,0,1,0,0,1
mogi,2,4,1365,one,crassinervium,0,1,1,0,0,0
mogi,2,4,1365,three,crassinervium,27.5,0,1,0,0,2
mogi,2,4,1365,two,crassinervium,25,1,1,0,0,1
mogi,2,4,1486,one,crassinervium,4,0,1,0,0,2
mogi,2,4,2270,one,crassinervium,25,1,1,0,0,1
mogi,2,4,2270,three,crassinervium,2,0,1,0,0,1
mogi,2,4,2270,two,crassinervium,1,1,1,0,0,1
mogi,2,5,1326,one,richardifolium,9,0,2,0,0,1
mogi,2,5,1359,one,miquelianum,61.5,0,2,0,0,2
mogi,2,5,1364,four,miquelianum,0,1,2,0,0,0
mogi,2,5,1364,one,miquelianum,50.5,1,2,0,0,2
mogi,2,5,1364,three,miquelianum,47.5,1,2,0,0,1
mogi,2,5,1364,two,miquelianum,52,1,2,0,0,2
mogi,2,5,1368,four,miquelianum,0,1,2,0,0,0
mogi,2,5,1368,one,miquelianum,1,1,2,0,0,1
mogi,2,5,1368,three,miquelianum,0.5,1,2,0,0,1
mogi,2,5,1368,two,miquelianum,0,1,2,0,0,0
mogi,2,5,1481,one,richardifolium,15,1,2,0,0,1
mogi,2,5,1481,three,richardifolium,21,0,2,0,0,1
mogi,2,5,1481,two,richardifolium,0,1,2,0,0,0
mogi,2,5,1495,four,miquelianum,0,1,2,0,0,0
