"site","block","plot","plant_code","species","div","c_i","flood","canopy_openness","experiment_final_intermediate","nlvs_per_ind","wilmer_herb_total","alat","plot_richness","dif","divf","plant","final_div","pdiv","precip","temp","pres","finalf"
"Ecuador","none","Plot 30","Planta#356","schupii",1,"ind","no",NA,"final",7,0,NA,NA,NA,"low","Ecuador_Plot 30_Planta#356",1,0.1,4495,25,0,"low"
"Ecuador","none","Plot 30","Planta#356","schupii",1,"ind","no",NA,"final",7,0,NA,NA,NA,"low","Ecuador_Plot 30_Planta#356",1,0.1,4495,25,0,"low"
"Ecuador","none","Plot 30","Planta#356","schupii",1,"ind","no",NA,"final",7,55,NA,NA,NA,"low","Ecuador_Plot 30_Planta#356",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#356","schupii",1,"ind","no",NA,"final",7,18,NA,NA,NA,"low","Ecuador_Plot 30_Planta#356",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#356","schupii",1,"ind","no",NA,"final",7,70,NA,NA,NA,"low","Ecuador_Plot 30_Planta#356",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,4,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,8,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,22,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,4,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,70,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,0,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,0,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,12,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#354","schupii",1,"ind","no",NA,"final",8,14,NA,NA,NA,"low","Ecuador_Plot 30_Planta#354",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,12,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,2,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,18,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,16,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,40,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#353","schupii",1,"ind","no",NA,"final",6,14,NA,NA,NA,"low","Ecuador_Plot 30_Planta#353",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#352","schupii",1,"ind","no",NA,"final",5,6,NA,NA,NA,"low","Ecuador_Plot 30_Planta#352",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#352","schupii",1,"ind","no",NA,"final",5,8,NA,NA,NA,"low","Ecuador_Plot 30_Planta#352",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#352","schupii",1,"ind","no",NA,"final",5,0,NA,NA,NA,"low","Ecuador_Plot 30_Planta#352",1,0.1,4495,25,0,"low"
"Ecuador","none","Plot 30","Planta#352","schupii",1,"ind","no",NA,"final",5,0,NA,NA,NA,"low","Ecuador_Plot 30_Planta#352",1,0.1,4495,25,0,"low"
"Ecuador","none","Plot 30","Planta#352","schupii",1,"ind","no",NA,"final",5,8,NA,NA,NA,"low","Ecuador_Plot 30_Planta#352",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#350","schupii",1,"ind","no",NA,"final",4,2,NA,NA,NA,"low","Ecuador_Plot 30_Planta#350",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#350","schupii",1,"ind","no",NA,"final",4,12,NA,NA,NA,"low","Ecuador_Plot 30_Planta#350",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#350","schupii",1,"ind","no",NA,"final",4,22,NA,NA,NA,"low","Ecuador_Plot 30_Planta#350",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#350","schupii",1,"ind","no",NA,"final",4,8,NA,NA,NA,"low","Ecuador_Plot 30_Planta#350",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#349","schupii",1,"ind","no",NA,"final",2,15,NA,NA,NA,"low","Ecuador_Plot 30_Planta#349",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 30","Planta#349","schupii",1,"ind","no",NA,"final",2,16,NA,NA,NA,"low","Ecuador_Plot 30_Planta#349",1,0.1,4495,25,100,"low"
"Ecuador","none","Plot 4","Planta#48","grande",10,"ind","no",NA,"final",4,2,NA,NA,NA,"high","Ecuador_Plot 4_Planta#48",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#48","grande",10,"ind","no",NA,"final",4,9,NA,NA,NA,"high","Ecuador_Plot 4_Planta#48",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#48","grande",10,"ind","no",NA,"final",4,35,NA,NA,NA,"high","Ecuador_Plot 4_Planta#48",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#48","grande",10,"ind","no",NA,"final",4,14,NA,NA,NA,"high","Ecuador_Plot 4_Planta#48",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#47","pequenia",10,"ind","no",NA,"final",11,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#47",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,5,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,6,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,50,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#46","peludo",10,"ind","no",NA,"final",6,32,NA,NA,NA,"high","Ecuador_Plot 4_Planta#46",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#44","perareolatum",10,"ind","no",NA,"final",5,23,NA,NA,NA,"high","Ecuador_Plot 4_Planta#44",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#44","perareolatum",10,"ind","no",NA,"final",5,8,NA,NA,NA,"high","Ecuador_Plot 4_Planta#44",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#44","perareolatum",10,"ind","no",NA,"final",5,12,NA,NA,NA,"high","Ecuador_Plot 4_Planta#44",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#44","perareolatum",10,"ind","no",NA,"final",5,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#44",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#44","perareolatum",10,"ind","no",NA,"final",5,40,NA,NA,NA,"high","Ecuador_Plot 4_Planta#44",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,10,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,8,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,40,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,50,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,52,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,80,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#43","ecuadorense",10,"ind","no",NA,"final",7,70,NA,NA,NA,"high","Ecuador_Plot 4_Planta#43",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,4,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,2,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,4,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,18,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,22,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,30,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,27,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,14,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,58,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#42","escabrosa",10,"ind","no",NA,"final",16,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#42",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,1,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,18,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,22,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,52,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,60,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,18,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,12,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,16,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,18,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,26,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,50,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,1,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,46,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,25,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#41","hispidum",10,"ind","no",NA,"final",18,24,NA,NA,NA,"high","Ecuador_Plot 4_Planta#41",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,2,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,50,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,12,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,50,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,10,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,4,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,55,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,2,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#40","schupii",10,"ind","no",NA,"final",10,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#40",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#39","pubinervulum",10,"ind","no",NA,"final",5,10,NA,NA,NA,"high","Ecuador_Plot 4_Planta#39",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#39","pubinervulum",10,"ind","no",NA,"final",5,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#39",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#39","pubinervulum",10,"ind","no",NA,"final",5,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#39",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#39","pubinervulum",10,"ind","no",NA,"final",5,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#39",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#39","pubinervulum",10,"ind","no",NA,"final",5,8,NA,NA,NA,"high","Ecuador_Plot 4_Planta#39",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,40,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,0,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,0,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,25,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,3,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,6,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,1,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#38","baezanum",10,"ind","no",NA,"final",7,8,NA,NA,NA,"high","Ecuador_Plot 4_Planta#38",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#37","kelleii",10,"ind","no",NA,"final",3,85,NA,NA,NA,"high","Ecuador_Plot 4_Planta#37",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#37","kelleii",10,"ind","no",NA,"final",3,14,NA,NA,NA,"high","Ecuador_Plot 4_Planta#37",11,1,4495,25,100,"high"
"Ecuador","none","Plot 4","Planta#37","kelleii",10,"ind","no",NA,"final",3,6,NA,NA,NA,"high","Ecuador_Plot 4_Planta#37",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,12,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,19,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,25,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,4,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,24,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#60","grande",10,"ind","no",NA,"final",6,18,NA,NA,NA,"high","Ecuador_Plot 5_Planta#60",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,12,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,10,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,3,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,3,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,4,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,4,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,3,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,2,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,6,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,4,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,5,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,12,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,2,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#59","pequenia",10,"ind","no",NA,"final",20,25,NA,NA,NA,"high","Ecuador_Plot 5_Planta#59",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,8,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,30,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,6,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,8,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,0,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,13,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,100,"high"
"Ecuador","none","Plot 5","Planta#58","peludo",10,"ind","no",NA,"final",17,0,NA,NA,NA,"high","Ecuador_Plot 5_Planta#58",11,1,4495,25,0,"high"
