site,block,plot,species,div,c_i,flood,alive,date,last_herb,full_mort,fdate
Costa Rica,NA,6,peltatum,12,ind,no,0,01/23/15,,0,
Costa Rica,NA,7,nudifolium,2,clone,flood,0,01/23/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,01/23/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,01/23/15,,0,
Costa Rica,NA,14,peltatum,2,ind,flood,0,01/23/15,,0,
Costa Rica,NA,14,peltatum,2,ind,flood,0,01/23/15,,0,
Costa Rica,NA,17,garagaranum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,18,peltatum,2,clone,no,0,01/23/15,,0,
Costa Rica,NA,19,imperiale,2,ind,no,0,01/23/15,,0,
Costa Rica,NA,22,reticulatum,2,ind,no,0,01/23/15,,0,
Costa Rica,NA,23,imperiale,1,clone,no,0,01/23/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,01/23/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,01/23/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,01/23/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,01/23/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,01/23/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,01/23/15,,0,
Costa Rica,NA,7,imperiale,2,clone,flood,0,03/16/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,03/16/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,03/16/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,03/16/15,,0,
Costa Rica,NA,1,arboreum,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,1,decurrens,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,1,garagaranum,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,1,sancti-felicis,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,3,biolleyi,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,3,multiplinervium,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,3,nudifolium,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,3,peltatum,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,3,reticulatum,12,ind,flood,0,05/22/15,,0,
Costa Rica,NA,4,biolleyi,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,4,nudifolium,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,4,peltatum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,4,reticulatum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,4,sancti-felicis,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,5,arboreum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,5,multiplinervium,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,5,reticulatum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,5,urostachyum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,biolleyi,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,decurrens,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,garagaranum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,imperiale,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,multiplinervium,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,nudifolium,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,pseudobumbratum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,reticulatum,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,6,sancti-felicis,12,ind,no,0,05/22/15,,0,
Costa Rica,NA,7,imperiale,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,7,imperiale,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,7,imperiale,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,7,nudifolium,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,7,nudifolium,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,7,nudifolium,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,8,decurrens,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,8,urostachyum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,8,urostachyum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,garagaranum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,garagaranum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,garagaranum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,garagaranum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,garagaranum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,pseudobumbratum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,pseudobumbratum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,pseudobumbratum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,pseudobumbratum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,9,pseudobumbratum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,peltatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,05/22/15,,0,
Costa Rica,NA,11,imperiale,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,11,imperiale,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,11,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,11,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,12,decurrens,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,garagaranum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,garagaranum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,garagaranum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,pseudobumbratum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,pseudobumbratum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,13,pseudobumbratum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,14,peltatum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,14,peltatum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,14,reticulatum,2,ind,flood,0,05/22/15,,0,
Costa Rica,NA,15,imperiale,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,15,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,15,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,15,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,15,nudifolium,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,decurrens,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,decurrens,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,decurrens,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,decurrens,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,decurrens,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,urostachyum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,urostachyum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,16,urostachyum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,17,pseudobumbratum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,17,pseudobumbratum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,17,pseudobumbratum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,17,pseudobumbratum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,18,reticulatum,2,clone,no,0,05/22/15,,0,
Costa Rica,NA,19,imperiale,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,19,nudifolium,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,19,nudifolium,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,19,nudifolium,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,decurrens,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,20,urostachyum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,garagaranum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,garagaranum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,pseudobumbratum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,pseudobumbratum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,pseudobumbratum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,pseudobumbratum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,21,pseudobumbratum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,22,peltatum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,22,reticulatum,2,ind,no,0,05/22/15,,0,
Costa Rica,NA,23,imperiale,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,23,imperiale,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,24,urostachyum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,24,urostachyum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,25,pseudobumbratum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,26,reticulatum,1,clone,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,28,urostachyum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,29,pseudobumbratum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,05/22/15,,0,
Costa Rica,NA,3,arboreum,12,ind,flood,0,01/01/17,,0,
Costa Rica,NA,5,biolleyi,12,ind,no,0,01/01/17,,0,
Costa Rica,NA,6,arboreum,12,ind,no,0,01/01/17,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,01/01/17,,0,
Costa Rica,NA,10,reticulatum,2,clone,flood,0,01/01/17,,0,
Costa Rica,NA,11,imperiale,2,clone,no,0,01/01/17,,0,
Costa Rica,NA,27,imperiale,1,ind,no,0,01/01/17,,0,
Costa Rica,NA,30,reticulatum,1,ind,no,0,01/01/17,,0,
peru,NA,1,chanchamayanum,6,ind,flood,0,01/01/16,,0,
peru,NA,1,lechlerianum,6,ind,flood,0,01/01/16,,0,
peru,NA,2,chanchamayanum,6,ind,flood,0,01/01/16,,0,
peru,NA,2,lechlerianum,6,ind,flood,0,01/01/16,,0,
peru,NA,2,reticulatum,6,ind,flood,0,01/01/16,,0,
peru,NA,3,armatum,6,ind,flood,0,01/01/16,,0,
peru,NA,3,armatum,6,ind,flood,0,01/01/16,,0,
peru,NA,3,glabribaccum,6,ind,flood,0,01/01/16,,0,
peru,NA,3,reticulatum,6,ind,flood,0,01/01/16,,0,
peru,NA,4,chanchamayanum,6,ind,no,0,01/01/16,,0,
peru,NA,4,glabribaccum,6,ind,no,0,01/01/16,,0,
peru,NA,4,lechlerianum,6,ind,no,0,01/01/16,,0,
peru,NA,5,armatum,6,ind,no,0,01/01/16,,0,
peru,NA,5,chanchamayanum,6,ind,no,0,01/01/16,,0,
peru,NA,5,lechlerianum,6,ind,no,0,01/01/16,,0,
peru,NA,6,reticulatum,6,ind,no,0,01/01/16,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,01/01/16,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,01/01/16,,0,
peru,NA,9,armatum,2,clone,flood,0,01/01/16,,0,
peru,NA,10,glabribaccum,2,ind,flood,0,01/01/16,,0,
peru,NA,11,reticulatum,2,ind,flood,0,01/01/16,,0,
peru,NA,12,armatum,2,ind,flood,0,01/01/16,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,01/01/16,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,01/01/16,,0,
peru,NA,14,reticulatum,2,clone,no,0,01/01/16,,0,
peru,NA,15,armatum,2,clone,no,0,01/01/16,,0,
peru,NA,15,armatum,2,clone,no,0,01/01/16,,0,
peru,NA,15,lechlerianum,2,clone,no,0,01/01/16,,0,
peru,NA,15,lechlerianum,2,clone,no,0,01/01/16,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,01/01/16,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,01/01/16,,0,
peru,NA,17,chanchamayanum,2,ind,no,0,01/01/16,,0,
peru,NA,20,arboreum,1,clone,flood,0,01/01/16,,0,
peru,NA,20,arboreum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,01/01/16,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/16,,0,
peru,NA,27,reticulatum,1,ind,flood,0,01/01/16,,0,
peru,NA,1,arboreum,6,ind,flood,0,01/01/17,,0,
peru,NA,1,armatum,6,ind,flood,0,01/01/17,,0,
peru,NA,1,glabribaccum,6,ind,flood,0,01/01/17,,0,
peru,NA,2,glabribaccum,6,ind,flood,0,01/01/17,,0,
peru,NA,2,glabribaccum,6,ind,flood,0,01/01/17,,0,
peru,NA,3,arboreum,6,ind,flood,0,01/01/17,,0,
peru,NA,4,arboreum,6,ind,no,0,01/01/17,,0,
peru,NA,5,armatum,6,ind,no,0,01/01/17,,0,
peru,NA,5,glabribaccum,6,ind,no,0,01/01/17,,0,
peru,NA,5,reticulatum,6,ind,no,0,01/01/17,,0,
peru,NA,6,arboreum,6,ind,no,0,01/01/17,,0,
peru,NA,7,arboreum,2,clone,flood,0,01/01/17,,0,
peru,NA,9,armatum,2,clone,flood,0,01/01/17,,0,
peru,NA,9,lechlerianum,2,clone,flood,0,01/01/17,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,01/01/17,,0,
peru,NA,16,arboreum,2,ind,no,0,01/01/17,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/01/17,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/01/17,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/01/17,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/01/17,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/01/17,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/01/17,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/01/17,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/17,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/17,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/17,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/17,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/01/17,,0,
peru,NA,26,arboreum,1,ind,flood,0,01/01/17,,0,
peru,NA,26,arboreum,1,ind,flood,0,01/01/17,,0,
peru,NA,26,arboreum,1,ind,flood,0,01/01/17,,0,
peru,NA,27,reticulatum,1,ind,flood,0,01/01/17,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/01/17,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/01/17,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/01/17,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/01/17,,0,
peru,NA,29,armatum,1,ind,flood,0,01/01/17,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,01/01/17,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,01/01/17,,0,
peru,NA,8,reticulatum,2,clone,flood,0,01/08/16,,0,
peru,NA,8,reticulatum,2,clone,flood,0,01/08/16,,0,
peru,NA,13,arboreum,2,clone,no,0,01/08/16,,0,
peru,NA,13,arboreum,2,clone,no,0,01/08/16,,0,
peru,NA,13,arboreum,2,clone,no,0,01/08/16,,0,
peru,NA,13,glabribaccum,2,clone,no,0,01/08/16,,0,
peru,NA,16,glabribaccum,2,ind,no,0,01/08/16,,0,
peru,NA,16,glabribaccum,2,ind,no,0,01/08/16,,0,
peru,NA,16,glabribaccum,2,ind,no,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,19,glabribaccum,1,clone,flood,0,01/08/16,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/08/16,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,01/08/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/08/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/08/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/08/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,01/08/16,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,01/08/16,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/08/16,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/08/16,,0,
peru,NA,28,chanchamayanum,1,ind,flood,0,01/08/16,,0,
peru,NA,2,arboreum,6,ind,flood,0,01/15/16,,0,
peru,NA,2,chanchamayanum,6,ind,flood,0,01/15/16,,0,
peru,NA,2,lechlerianum,6,ind,flood,0,01/15/16,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,01/15/16,,0,
peru,NA,11,reticulatum,2,ind,flood,0,01/15/16,,0,
peru,NA,29,armatum,1,ind,flood,0,01/15/16,,0,
peru,NA,30,lechlerianum,1,ind,flood,0,01/15/16,,0,
Ecuador,NA,12,hispidum,2,ind,flood,0,01/28/16,,0,01/28/16
Brazil,1,A1,lepturum,3,clone,no,0,03/01/19,0,0,
Brazil,2,A2,lepturum,3,clone,no,0,03/01/19,3,0,
Brazil,2,B2,corcovadense,1,clone,no,0,03/01/19,50,0,
Brazil,3,E3,lepturum,3,ind,no,0,03/01/19,34,0,
Brazil,2,F2,corcovadense,1,ind,no,0,03/01/19,14.5,0,
Brazil,2,F2,corcovadense,1,ind,no,0,03/01/19,60,0,
Brazil,1,G1,lepturum,1,ind,no,0,03/01/19,8,0,
Brazil,2,G2,lepturum,1,ind,no,0,03/01/19,3.33,0,
Brazil,2,G2,lepturum,1,ind,no,0,03/01/19,55,0,
Brazil,3,G3,lepturum,1,ind,no,0,03/01/19,1,0,
Brazil,2,H2,vicosanum,1,ind,no,0,03/01/19,2,0,
peru,NA,12,armatum,2,ind,flood,0,04/01/16,,0,
peru,NA,12,armatum,2,ind,flood,0,04/01/16,,0,
peru,NA,12,lechlerianum,2,ind,flood,0,04/01/16,,0,
peru,NA,12,lechlerianum,2,ind,flood,0,04/01/16,,0,
peru,NA,13,arboreum,2,clone,no,0,04/01/16,,0,
peru,NA,13,glabribaccum,2,clone,no,0,04/01/16,,0,
peru,NA,14,chanchamayanum,2,clone,no,0,04/01/16,,0,
peru,NA,26,arboreum,1,ind,flood,0,04/01/16,,0,
peru,NA,27,reticulatum,1,ind,flood,0,04/01/16,,0,
Ecuador,NA,7,escabrosa,2,clone,flood,0,08/13/15,,0,08/13/15
Ecuador,NA,7,escabrosa,2,clone,flood,0,08/13/15,,0,08/13/15
Ecuador,NA,15,escabrosa,2,clone,no,0,08/13/15,,0,08/13/15
Ecuador,NA,17,perareolatum,2,clone,no,0,08/13/15,,0,08/13/15
Ecuador,NA,10,schupii,2,clone,flood,0,08/20/15,,0,08/20/15
Ecuador,NA,15,kelleii,2,clone,no,0,08/20/15,,0,08/20/15
Ecuador,NA,24,baezanum,1,clone,no,0,08/20/15,,0,08/20/15
Ecuador,NA,3,lanceifolium,10,ind,flood,0,08/22/15,,0,08/22/15
Ecuador,NA,10,pequenia,2,clone,flood,0,08/29/15,,0,08/29/15
peru,NA,1,glabribaccum,6,ind,flood,0,09/01/16,,0,
peru,NA,1,lechlerianum,6,ind,flood,0,09/01/16,,0,
peru,NA,2,armatum,6,ind,flood,0,09/01/16,,0,
peru,NA,2,armatum,6,ind,flood,0,09/01/16,,0,
peru,NA,5,chanchamayanum,6,ind,no,0,09/01/16,,0,
peru,NA,5,glabribaccum,6,ind,no,0,09/01/16,,0,
peru,NA,7,arboreum,2,clone,flood,0,09/01/16,,0,
peru,NA,7,arboreum,2,clone,flood,0,09/01/16,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,09/01/16,,0,
peru,NA,7,glabribaccum,2,clone,flood,0,09/01/16,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,09/01/16,,0,
peru,NA,8,chanchamayanum,2,clone,flood,0,09/01/16,,0,
peru,NA,8,reticulatum,2,clone,flood,0,09/01/16,,0,
peru,NA,9,armatum,2,clone,flood,0,09/01/16,,0,
peru,NA,10,arboreum,2,ind,flood,0,09/01/16,,0,
peru,NA,10,arboreum,2,ind,flood,0,09/01/16,,0,
peru,NA,10,glabribaccum,2,ind,flood,0,09/01/16,,0,
peru,NA,10,glabribaccum,2,ind,flood,0,09/01/16,,0,
peru,NA,10,glabribaccum,2,ind,flood,0,09/01/16,,0,
peru,NA,10,glabribaccum,2,ind,flood,0,09/01/16,,0,
peru,NA,11,chanchamayanum,2,ind,flood,0,09/01/16,,0,
peru,NA,16,arboreum,2,ind,no,0,09/01/16,,0,
peru,NA,16,glabribaccum,2,ind,no,0,09/01/16,,0,
peru,NA,16,glabribaccum,2,ind,no,0,09/01/16,,0,
peru,NA,18,lechlerianum,2,ind,no,0,09/01/16,,0,
peru,NA,18,lechlerianum,2,ind,no,0,09/01/16,,0,
peru,NA,18,lechlerianum,2,ind,no,0,09/01/16,,0,
peru,NA,20,arboreum,1,clone,flood,0,09/01/16,,0,
peru,NA,20,arboreum,1,clone,flood,0,09/01/16,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,09/01/16,,0,
peru,NA,22,chanchamayanum,1,clone,flood,0,09/01/16,,0,
peru,NA,23,armatum,1,clone,flood,0,09/01/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,09/01/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,09/01/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,09/01/16,,0,
peru,NA,24,lechlerianum,1,clone,flood,0,09/01/16,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,09/01/16,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,09/01/16,,0,
peru,NA,25,glabribaccum,1,ind,flood,0,09/01/16,,0,
